acc,accuracy,auto_log,average_response_time,avg_rt,background,canvas_backend,compensation,coordinates,correct,correct__mouse_response,correct_response,count_Pocetak_vezbe,count__mouse_response,count_exp_logger,count_exp_loop,count_experiment,count_ft_exp,count_kraj_eksperimenta,count_meta_exp,count_pocetak_eksperimenta,count_prazan_ekran_exp,count_vezba_loop,count_vezba_sequence,cursor_x,cursor_y,description,font_bold,font_family,font_italic,font_size,foreground,height,ignore_missing,keyboard_backend,leksikalnost,mouse_backend,oblik,rec,red1,repeat_cycle,response,response_Pocetak_vezbe,response__mouse_response,response_time,response_time_Pocetak_vezbe,response_time__mouse_response,sampler_backend,start,subject_nr,subject_parity,synth_backend,time_Pocetak_vezbe,time__mouse_response,time_ft_exp,time_meta_exp,time_prazan_ekran_exp,title,transparent_variables,trial_number,use_quotes,width
96,96,yes,645,645,black,xpyriment,0,relative,1,1,3,0,124,124,0,0,124,0,124,0,124,0,19,-400,726,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,KISAVOM,153,0,3,space,3,1030,179652,1030,legacy,experiment,3,odd,legacy,2068,486776,485773,486776,485270,PRIDEVI_C,no,153,no,1024
96.0317460317,96.0317460317,yes,643,643,black,xpyriment,0,relative,1,1,3,0,125,125,0,0,125,0,125,0,125,0,19,-397,727,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,LOTIVOM,144,0,3,space,3,505,179652,505,legacy,experiment,3,odd,legacy,2068,489565,488561,489565,488058,PRIDEVI_C,no,144,no,1024
96.062992126,96.062992126,yes,644,644,black,xpyriment,0,relative,1,1,1,0,126,126,0,0,126,0,126,0,126,0,19,-397,727,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,POLITIČKOM,61,0,1,space,1,700,179652,700,legacy,experiment,3,odd,legacy,2068,491826,490822,491826,490319,PRIDEVI_C,no,61,no,1024
96.09375,96.09375,yes,645,645,black,xpyriment,0,relative,1,1,1,0,127,127,0,0,127,0,127,0,127,0,19,-397,727,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,NEBESKOG,45,0,1,space,1,730,179652,730,legacy,experiment,3,odd,legacy,2068,494284,493280,494284,492777,PRIDEVI_C,no,45,no,1024
96.1240310078,96.1240310078,yes,646,646,black,xpyriment,0,relative,1,1,3,0,128,128,0,0,128,0,128,0,128,0,19,-396,729,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OJ,HAČNOJ,182,0,3,space,3,809,179652,809,legacy,experiment,3,odd,legacy,2068,496772,495768,496771,495264,PRIDEVI_C,no,182,no,1024
96.1538461538,96.1538461538,yes,645,645,black,xpyriment,0,relative,1,1,1,0,129,129,0,0,129,0,129,0,129,0,19,-396,729,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,MRAČNOJ,41,0,1,space,1,541,179652,541,legacy,experiment,3,odd,legacy,2068,499336,498331,499336,497828,PRIDEVI_C,no,41,no,1024
95.4198473282,95.4198473282,yes,647,647,black,xpyriment,0,relative,0,0,1,0,130,130,0,0,130,0,130,0,130,0,19,-396,729,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,EKONOMSKOJ,17,0,3,space,3,966,179652,966,legacy,experiment,3,odd,legacy,2068,501639,500636,501639,500132,PRIDEVI_C,no,17,no,1024
95.4545454545,95.4545454545,yes,647,647,black,xpyriment,0,relative,1,1,1,0,131,131,0,0,131,0,131,0,131,0,19,-396,729,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,ČUDESNOM,10,0,1,space,1,587,179652,587,legacy,experiment,3,odd,legacy,2068,504363,503359,504363,502856,PRIDEVI_C,no,10,no,1024
95.4887218045,95.4887218045,yes,647,647,black,xpyriment,0,relative,1,1,3,0,132,132,0,0,132,0,132,0,132,0,19,-396,729,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,ŽUNAVOM,147,0,3,space,3,672,179652,672,legacy,experiment,3,odd,legacy,2068,506710,505706,506710,505202,PRIDEVI_C,no,147,no,1024
95.5223880597,95.5223880597,yes,650,650,black,xpyriment,0,relative,1,1,1,0,133,133,0,0,133,0,133,0,133,0,19,-396,729,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,NAUČNOJ,44,0,1,space,1,1022,179652,1022,legacy,experiment,3,odd,legacy,2068,509143,508140,509143,507636,PRIDEVI_C,no,44,no,1024
94.8148148148,94.8148148148,yes,656,656,black,xpyriment,0,relative,0,0,1,0,134,134,0,0,134,0,134,0,134,0,19,NA,NA,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,JUŽNOM,25,0,None,space,None,1501,179652,1501,legacy,experiment,3,odd,legacy,2068,511925,510922,511925,510418,PRIDEVI_C,no,25,no,1024
94.8529411765,94.8529411765,yes,657,657,black,xpyriment,0,relative,1,1,3,0,135,135,0,0,135,0,135,0,135,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OJ,LANKOJ,200,0,3,space,3,684,179652,684,legacy,experiment,3,odd,legacy,2068,515185,514182,515184,513678,PRIDEVI_C,no,200,no,1024
94.8905109489,94.8905109489,yes,657,657,black,xpyriment,0,relative,1,1,3,0,136,136,0,0,136,0,136,0,136,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OG,ROTANOG,122,0,3,space,3,664,179652,664,legacy,experiment,3,odd,legacy,2068,517629,516626,517629,516122,PRIDEVI_C,no,122,no,1024
94.9275362319,94.9275362319,yes,659,659,black,xpyriment,0,relative,1,1,1,0,137,137,0,0,137,0,137,0,137,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,SELJAČKOG,75,0,1,space,1,970,179652,970,legacy,experiment,3,odd,legacy,2068,520051,519047,520051,518543,PRIDEVI_C,no,75,no,1024
94.964028777,94.964028777,yes,660,660,black,xpyriment,0,relative,1,1,1,0,138,138,0,0,138,0,138,0,138,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,PROKLETOG,69,0,1,space,1,832,179652,832,legacy,experiment,3,odd,legacy,2068,522781,521777,522781,521274,PRIDEVI_C,no,69,no,1024
95,95,yes,660,660,black,xpyriment,0,relative,1,1,1,0,139,139,0,0,139,0,139,0,139,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,RODNOJ,74,0,1,space,1,620,179652,620,legacy,experiment,3,odd,legacy,2068,525402,524399,525402,523895,PRIDEVI_C,no,74,no,1024
95.0354609929,95.0354609929,yes,659,659,black,xpyriment,0,relative,1,1,1,0,140,140,0,0,140,0,140,0,140,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,SLOBODNOG,81,0,1,space,1,606,179652,606,legacy,experiment,3,odd,legacy,2068,527783,526780,527783,526277,PRIDEVI_C,no,81,no,1024
95.0704225352,95.0704225352,yes,665,665,black,xpyriment,0,relative,1,1,1,0,141,141,0,0,141,0,141,0,141,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,BESKRAJNOJ,2,0,1,space,1,1442,179652,1442,legacy,experiment,3,odd,legacy,2068,530148,529145,530148,528641,PRIDEVI_C,no,2,no,1024
95.1048951049,95.1048951049,yes,665,665,black,xpyriment,0,relative,1,1,3,0,142,142,0,0,142,0,142,0,142,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OJ,GANKOJ,204,0,3,space,3,649,179652,649,legacy,experiment,3,odd,legacy,2068,533349,532346,533349,531842,PRIDEVI_C,no,204,no,1024
95.1388888889,95.1388888889,yes,665,665,black,xpyriment,0,relative,1,1,1,0,143,143,0,0,143,0,143,0,143,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,ČUDNOG,9,0,1,space,1,647,179652,647,legacy,experiment,3,odd,legacy,2068,535758,534754,535757,534250,PRIDEVI_C,no,9,no,1024
95.1724137931,95.1724137931,yes,665,665,black,xpyriment,0,relative,1,1,1,0,144,144,0,0,144,0,144,0,144,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,PRLJAVOJ,68,0,1,space,1,664,179652,664,legacy,experiment,3,odd,legacy,2068,538166,537163,538166,536659,PRIDEVI_C,no,68,no,1024
95.2054794521,95.2054794521,yes,666,666,black,xpyriment,0,relative,1,1,1,0,145,145,0,0,145,0,145,0,145,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,ŽALOSNOJ,101,0,1,space,1,880,179652,880,legacy,experiment,3,odd,legacy,2068,540605,539601,540604,539097,PRIDEVI_C,no,101,no,1024
95.2380952381,95.2380952381,yes,672,672,black,xpyriment,0,relative,1,1,1,0,146,146,0,0,146,0,146,0,146,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,STALNOM,85,0,1,space,1,1460,179652,1460,legacy,experiment,3,odd,legacy,2068,543249,542246,543249,541742,PRIDEVI_C,no,85,no,1024
95.2702702703,95.2702702703,yes,672,672,black,xpyriment,0,relative,1,1,1,0,147,147,0,0,147,0,147,0,147,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,ŠUMSKOM,88,0,1,space,1,675,179652,675,legacy,experiment,3,odd,legacy,2068,546467,545463,546466,544959,PRIDEVI_C,no,88,no,1024
95.3020134228,95.3020134228,yes,671,671,black,xpyriment,0,relative,1,1,3,0,148,148,0,0,148,0,148,0,148,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,ŠODNOM,160,0,3,space,3,666,179652,666,legacy,experiment,3,odd,legacy,2068,548900,547896,548900,547392,PRIDEVI_C,no,160,no,1024
95.3333333333,95.3333333333,yes,672,672,black,xpyriment,0,relative,1,1,3,0,149,149,0,0,149,0,149,0,149,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,KILENOM,159,0,3,space,3,707,179652,707,legacy,experiment,3,odd,legacy,2068,551333,550329,551333,549825,PRIDEVI_C,no,159,no,1024
95.3642384106,95.3642384106,yes,670,670,black,xpyriment,0,relative,1,1,3,0,150,150,0,0,150,0,150,0,150,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,RIZANOM,143,0,3,space,3,478,179652,478,legacy,experiment,3,odd,legacy,2068,553840,552837,553840,552333,PRIDEVI_C,no,143,no,1024
95.3947368421,95.3947368421,yes,669,669,black,xpyriment,0,relative,1,1,3,0,151,151,0,0,151,0,151,0,151,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,NORNOM,162,0,3,space,3,497,179652,497,legacy,experiment,3,odd,legacy,2068,556076,555072,556076,554569,PRIDEVI_C,no,162,no,1024
95.4248366013,95.4248366013,yes,671,671,black,xpyriment,0,relative,1,1,1,0,152,152,0,0,152,0,152,0,152,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,SEVERNOM,76,0,1,space,1,869,179652,869,legacy,experiment,3,odd,legacy,2068,558329,557326,558329,556821,PRIDEVI_C,no,76,no,1024
95.4545454545,95.4545454545,yes,671,671,black,xpyriment,0,relative,1,1,3,0,153,153,0,0,153,0,153,0,153,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,GLOMNOM,154,0,3,space,3,677,179652,677,legacy,experiment,3,odd,legacy,2068,560960,559957,560960,559453,PRIDEVI_C,no,154,no,1024
95.4838709677,95.4838709677,yes,670,670,black,xpyriment,0,relative,1,1,3,0,154,154,0,0,154,0,154,0,154,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OJ,NIROVOJ,195,0,3,space,3,620,179652,620,legacy,experiment,3,odd,legacy,2068,563394,562391,563394,561888,PRIDEVI_C,no,195,no,1024
95.5128205128,95.5128205128,yes,670,670,black,xpyriment,0,relative,1,1,3,0,155,155,0,0,155,0,155,0,155,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OG,PIKANOG,125,0,3,space,3,633,179652,633,legacy,experiment,3,odd,legacy,2068,565772,564769,565772,564266,PRIDEVI_C,no,125,no,1024
95.5414012739,95.5414012739,yes,670,670,black,xpyriment,0,relative,1,1,1,0,156,156,0,0,156,0,156,0,156,0,19,-396,731,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,GORKOJ,20,0,1,space,1,627,179652,627,legacy,experiment,3,odd,legacy,2068,568163,567160,568163,566657,PRIDEVI_C,no,20,no,1024
95.5696202532,95.5696202532,yes,671,671,black,xpyriment,0,relative,1,1,3,0,157,157,0,0,157,0,157,0,157,0,19,-396,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,LJITKOM,173,0,3,space,3,786,179652,786,legacy,experiment,3,odd,legacy,2068,570547,569544,570547,569041,PRIDEVI_C,no,173,no,1024
95.5974842767,95.5974842767,yes,669,669,black,xpyriment,0,relative,1,1,1,0,158,158,0,0,158,0,158,0,158,0,19,-396,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,TUŽNOM,94,0,1,space,1,483,179652,483,legacy,experiment,3,odd,legacy,2068,573091,572088,573091,571584,PRIDEVI_C,no,94,no,1024
95.625,95.625,yes,670,670,black,xpyriment,0,relative,1,1,3,0,159,159,0,0,159,0,159,0,159,0,19,-396,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,ČUPAKOM,167,0,3,space,3,819,179652,819,legacy,experiment,3,odd,legacy,2068,575330,574327,575330,573824,PRIDEVI_C,no,167,no,1024
95.652173913,95.652173913,yes,670,670,black,xpyriment,0,relative,1,1,3,0,160,160,0,0,160,0,160,0,160,0,19,-396,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,STROSOM,176,0,3,space,3,560,179652,560,legacy,experiment,3,odd,legacy,2068,577909,576905,577908,576401,PRIDEVI_C,no,176,no,1024
95.6790123457,95.6790123457,yes,669,669,black,xpyriment,0,relative,1,1,3,0,161,161,0,0,161,0,161,0,161,0,19,-396,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,PEFENOM,170,0,3,space,3,632,179652,632,legacy,experiment,3,odd,legacy,2068,580229,579225,580229,578722,PRIDEVI_C,no,170,no,1024
95.7055214724,95.7055214724,yes,669,669,black,xpyriment,0,relative,1,1,3,0,162,162,0,0,162,0,162,0,162,0,19,-396,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,MRGAVOM,163,0,3,space,3,545,179652,545,legacy,experiment,3,odd,legacy,2068,582621,581618,582621,581114,PRIDEVI_C,no,163,no,1024
95.7317073171,95.7317073171,yes,668,668,black,xpyriment,0,relative,1,1,1,0,163,163,0,0,163,0,163,0,163,0,19,-396,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,NEMIRNOJ,47,0,1,space,1,630,179652,630,legacy,experiment,3,odd,legacy,2068,584920,583917,584920,583414,PRIDEVI_C,no,47,no,1024
95.1515151515,95.1515151515,yes,669,669,black,xpyriment,0,relative,0,0,1,0,164,164,0,0,164,0,164,0,164,0,19,-396,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,GLAVNOM,19,0,3,space,3,776,179652,776,legacy,experiment,3,odd,legacy,2068,587309,586306,587309,585802,PRIDEVI_C,no,19,no,1024
95.1807228916,95.1807228916,yes,669,669,black,xpyriment,0,relative,1,1,1,0,165,165,0,0,165,0,165,0,165,0,19,-396,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,ŠIROKOJ,77,0,1,space,1,617,179652,617,legacy,experiment,3,odd,legacy,2068,589844,588841,589844,588337,PRIDEVI_C,no,77,no,1024
95.2095808383,95.2095808383,yes,668,668,black,xpyriment,0,relative,1,1,3,0,166,166,0,0,166,0,166,0,166,0,19,-396,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,DEMITOM,168,0,3,space,3,502,179652,502,legacy,experiment,3,odd,legacy,2068,592223,591218,592223,590715,PRIDEVI_C,no,168,no,1024
95.2380952381,95.2380952381,yes,667,667,black,xpyriment,0,relative,1,1,1,0,167,167,0,0,167,0,167,0,167,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,GORSKOG,21,0,1,space,1,610,179652,610,legacy,experiment,3,odd,legacy,2068,594499,593495,594499,592991,PRIDEVI_C,no,21,no,1024
95.2662721893,95.2662721893,yes,667,667,black,xpyriment,0,relative,1,1,3,0,168,168,0,0,168,0,168,0,168,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OG,NUSIVOG,138,0,3,space,3,542,179652,542,legacy,experiment,3,odd,legacy,2068,596871,595867,596871,595363,PRIDEVI_C,no,138,no,1024
95.2941176471,95.2941176471,yes,667,667,black,xpyriment,0,relative,1,1,3,0,169,169,0,0,169,0,169,0,169,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OG,RIJENOG,120,0,3,space,3,773,179652,773,legacy,experiment,3,odd,legacy,2068,599168,598165,599168,597661,PRIDEVI_C,no,120,no,1024
95.3216374269,95.3216374269,yes,666,666,black,xpyriment,0,relative,1,1,3,0,170,170,0,0,170,0,170,0,170,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,PLOSTOM,164,0,3,space,3,481,179652,481,legacy,experiment,3,odd,legacy,2068,601700,600697,601700,600194,PRIDEVI_C,no,164,no,1024
95.3488372093,95.3488372093,yes,666,666,black,xpyriment,0,relative,1,1,1,0,171,171,0,0,171,0,171,0,171,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,RADOSNOM,70,0,1,space,1,632,179652,632,legacy,experiment,3,odd,legacy,2068,603941,602938,603941,602434,PRIDEVI_C,no,70,no,1024
95.3757225434,95.3757225434,yes,665,665,black,xpyriment,0,relative,1,1,3,0,172,172,0,0,172,0,172,0,172,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OJ,CUKAVOJ,181,0,3,space,3,538,179652,538,legacy,experiment,3,odd,legacy,2068,606331,605328,606331,604824,PRIDEVI_C,no,181,no,1024
95.4022988506,95.4022988506,yes,665,665,black,xpyriment,0,relative,1,1,1,0,173,173,0,0,173,0,173,0,173,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,RATNOG,72,0,1,space,1,691,179652,691,legacy,experiment,3,odd,legacy,2068,608626,607623,608626,607120,PRIDEVI_C,no,72,no,1024
95.4285714286,95.4285714286,yes,665,665,black,xpyriment,0,relative,1,1,3,0,174,174,0,0,174,0,174,0,174,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,KESANOM,145,0,3,space,3,565,179652,565,legacy,experiment,3,odd,legacy,2068,611081,610078,611081,609575,PRIDEVI_C,no,145,no,1024
95.4545454545,95.4545454545,yes,664,664,black,xpyriment,0,relative,1,1,1,0,175,175,0,0,175,0,175,0,175,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,LIČNOG,33,0,1,space,1,554,179652,554,legacy,experiment,3,odd,legacy,2068,613403,612400,613403,611895,PRIDEVI_C,no,33,no,1024
95.4802259887,95.4802259887,yes,665,665,black,xpyriment,0,relative,1,1,1,0,176,176,0,0,176,0,176,0,176,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,GUSTOJ,23,0,1,space,1,812,179652,812,legacy,experiment,3,odd,legacy,2068,615778,614775,615778,614271,PRIDEVI_C,no,23,no,1024
95.5056179775,95.5056179775,yes,664,664,black,xpyriment,0,relative,1,1,1,0,177,177,0,0,177,0,177,0,177,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,ODLIČNOJ,56,0,1,space,1,544,179652,544,legacy,experiment,3,odd,legacy,2068,618349,617346,618349,616841,PRIDEVI_C,no,56,no,1024
95.530726257,95.530726257,yes,664,664,black,xpyriment,0,relative,1,1,1,0,178,178,0,0,178,0,178,0,178,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,DESNOM,13,0,1,space,1,613,179652,613,legacy,experiment,3,odd,legacy,2068,620657,619653,620657,619149,PRIDEVI_C,no,13,no,1024
95.5555555556,95.5555555556,yes,665,665,black,xpyriment,0,relative,1,1,1,0,179,179,0,0,179,0,179,0,179,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,MASOVNOG,36,0,1,space,1,932,179652,932,legacy,experiment,3,odd,legacy,2068,623025,622022,623025,621518,PRIDEVI_C,no,36,no,1024
95.5801104972,95.5801104972,yes,665,665,black,xpyriment,0,relative,1,1,1,0,180,180,0,0,180,0,180,0,180,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,NEPOZNATOG,48,0,1,space,1,566,179652,566,legacy,experiment,3,odd,legacy,2068,625712,624708,625712,624205,PRIDEVI_C,no,48,no,1024
95.6043956044,95.6043956044,yes,665,665,black,xpyriment,0,relative,1,1,3,0,181,181,0,0,181,0,181,0,181,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OJ,NECNOJ,177,0,3,space,3,747,179652,747,legacy,experiment,3,odd,legacy,2068,628034,627031,628034,626528,PRIDEVI_C,no,177,no,1024
95.6284153005,95.6284153005,yes,665,665,black,xpyriment,0,relative,1,1,1,0,182,182,0,0,182,0,182,0,182,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,MUTNOG,42,0,1,space,1,596,179652,596,legacy,experiment,3,odd,legacy,2068,630537,629534,630537,629030,PRIDEVI_C,no,42,no,1024
95.652173913,95.652173913,yes,664,664,black,xpyriment,0,relative,1,1,1,0,183,183,0,0,183,0,183,0,183,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,BOLESNOM,4,0,1,space,1,486,179652,486,legacy,experiment,3,odd,legacy,2068,632895,631892,632895,631388,PRIDEVI_C,no,4,no,1024
95.6756756757,95.6756756757,yes,665,665,black,xpyriment,0,relative,1,1,1,0,184,184,0,0,184,0,184,0,184,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,PRIVREDNOM,67,0,1,space,1,811,179652,811,legacy,experiment,3,odd,legacy,2068,635138,634135,635138,633631,PRIDEVI_C,no,67,no,1024
95.6989247312,95.6989247312,yes,664,664,black,xpyriment,0,relative,1,1,1,0,185,185,0,0,185,0,185,0,185,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,SLAVNOM,79,0,1,space,1,570,179652,570,legacy,experiment,3,odd,legacy,2068,637715,636712,637715,636208,PRIDEVI_C,no,79,no,1024
95.7219251337,95.7219251337,yes,665,665,black,xpyriment,0,relative,1,1,1,0,186,186,0,0,186,0,186,0,186,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,VLAŽNOG,99,0,1,space,1,849,179652,849,legacy,experiment,3,odd,legacy,2068,640044,639041,640044,638537,PRIDEVI_C,no,99,no,1024
95.7446808511,95.7446808511,yes,665,665,black,xpyriment,0,relative,1,1,3,0,187,187,0,0,187,0,187,0,187,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OG,SIRANOG,129,0,3,space,3,556,179652,556,legacy,experiment,3,odd,legacy,2068,642649,641645,642649,641142,PRIDEVI_C,no,129,no,1024
95.7671957672,95.7671957672,yes,665,665,black,xpyriment,0,relative,1,1,3,0,188,188,0,0,188,0,188,0,188,0,19,-394,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,RISOKOM,149,0,3,space,3,671,179652,671,legacy,experiment,3,odd,legacy,2068,644982,643979,644982,643475,PRIDEVI_C,no,149,no,1024
95.7894736842,95.7894736842,yes,664,664,black,xpyriment,0,relative,1,1,1,0,189,189,0,0,189,0,189,0,189,0,19,-392,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OM,DUBOKOM,16,0,1,space,1,541,179652,541,legacy,experiment,3,odd,legacy,2068,647424,646421,647424,645917,PRIDEVI_C,no,16,no,1024
95.8115183246,95.8115183246,yes,665,665,black,xpyriment,0,relative,1,1,3,0,190,190,0,0,190,0,190,0,190,0,19,-392,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OG,LOZANOG,137,0,3,space,3,779,179652,779,legacy,experiment,3,odd,legacy,2068,649762,648759,649762,648256,PRIDEVI_C,no,137,no,1024
95.8333333333,95.8333333333,yes,665,665,black,xpyriment,0,relative,1,1,1,0,191,191,0,0,191,0,191,0,191,0,19,-392,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,SPORTSKOJ,83,0,1,space,1,761,179652,761,legacy,experiment,3,odd,legacy,2068,652308,651305,652308,650802,PRIDEVI_C,no,83,no,1024
95.8549222798,95.8549222798,yes,664,664,black,xpyriment,0,relative,1,1,3,0,192,192,0,0,192,0,192,0,192,0,19,-392,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OG,DORANOG,110,0,3,space,3,467,179652,467,legacy,experiment,3,odd,legacy,2068,654826,653822,654826,653319,PRIDEVI_C,no,110,no,1024
95.8762886598,95.8762886598,yes,663,663,black,xpyriment,0,relative,1,1,3,0,193,193,0,0,193,0,193,0,193,0,19,-392,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,pseudorec,xpyriment,OM,VILAVOM,165,0,3,space,3,529,179652,529,legacy,experiment,3,odd,legacy,2068,657052,656048,657052,655545,PRIDEVI_C,no,165,no,1024
95.8974358974,95.8974358974,yes,663,663,black,xpyriment,0,relative,1,1,1,0,194,194,0,0,194,0,194,0,194,0,19,-392,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OJ,ČITAVOJ,8,0,1,space,1,601,179652,601,legacy,experiment,3,odd,legacy,2068,659404,658401,659404,657898,PRIDEVI_C,no,8,no,1024
95.9183673469,95.9183673469,yes,663,663,black,xpyriment,0,relative,1,1,1,0,195,195,0,0,195,0,195,0,195,0,19,-392,732,Logs experimental data,no,mono,no,40,grey,768,no,legacy,rec,xpyriment,OG,JAKOG,24,0,1,space,1,634,179652,634,legacy,experiment,3,odd,legacy,2068,661795,660792,661795,660289,PRIDEVI_C,no,24,no,1024
